user_id,item_id,timestamp,clicked,converted,recommendation_rank,user_type,product_category,recommendation_cost,conversion_value,group
448,216,2024-01-02 21:53:00,0,0,8,returning,electronics,0.27,16.09,treatment
874,10,2024-01-02 21:54:00,0,0,3,new,clothing,0.27,35.71,treatment
129,213,2024-01-02 21:55:00,0,0,3,new,clothing,0.42,5.6,control
605,379,2024-01-02 21:56:00,1,1,4,new,clothing,0.34,91.65,control
360,72,2024-01-02 21:57:00,0,0,7,new,electronics,0.5,32.16,control
262,448,2024-01-02 21:58:00,0,0,2,returning,electronics,0.31,42.93,control
201,449,2024-01-02 21:59:00,1,0,10,returning,clothing,0.4,39.75,treatment
949,51,2024-01-02 22:00:00,0,0,8,new,books,0.37,26.76,control
10,14,2024-01-02 22:01:00,1,0,9,returning,books,0.23,87.67,treatment
351,421,2024-01-02 22:02:00,1,0,2,new,electronics,0.31,45.24,control
354,171,2024-01-02 22:03:00,1,0,7,returning,electronics,0.38,9.12,control
12,58,2024-01-02 22:04:00,0,0,6,returning,electronics,0.14,64.61,treatment
99,393,2024-01-02 22:05:00,0,0,4,returning,clothing,0.13,49.31,control
297,324,2024-01-02 22:06:00,0,0,6,new,electronics,0.27,13.18,control
988,376,2024-01-02 22:07:00,1,0,3,returning,books,0.07,11.62,treatment
845,92,2024-01-02 22:08:00,0,0,9,returning,electronics,0.17,77.31,treatment
88,382,2024-01-02 22:09:00,1,0,6,new,electronics,0.42,68.9,control
492,420,2024-01-02 22:10:00,1,0,7,new,electronics,0.2,5.55,control
190,446,2024-01-02 22:11:00,1,0,8,returning,electronics,0.15,35.78,control
361,191,2024-01-02 22:12:00,0,0,5,returning,electronics,0.39,86.64,treatment
643,286,2024-01-02 22:13:00,0,0,6,returning,books,0.17,8.91,treatment
407,316,2024-01-02 22:14:00,0,0,4,returning,clothing,0.06,29.61,control
851,131,2024-01-02 22:15:00,0,0,1,returning,clothing,0.45,61.08,control
222,409,2024-01-02 22:16:00,0,0,9,returning,electronics,0.16,82.41,treatment
746,75,2024-01-02 22:17:00,1,0,6,returning,clothing,0.35,71.54,treatment
739,166,2024-01-02 22:18:00,0,0,9,returning,clothing,0.24,58.73,treatment
304,343,2024-01-02 22:19:00,1,0,10,returning,clothing,0.14,98.67,control
30,287,2024-01-02 22:20:00,0,0,4,new,books,0.07,93.73,treatment
123,172,2024-01-02 22:21:00,0,0,4,new,clothing,0.22,50.5,treatment
864,241,2024-01-02 22:22:00,0,0,4,returning,electronics,0.48,29.88,control
483,211,2024-01-02 22:23:00,0,0,6,returning,electronics,0.09,18.94,control
81,327,2024-01-02 22:24:00,0,0,1,returning,books,0.31,27.45,control
376,149,2024-01-02 22:25:00,0,0,1,returning,clothing,0.07,12.82,control
640,212,2024-01-02 22:26:00,0,1,8,new,electronics,0.06,27.17,treatment
882,90,2024-01-02 22:27:00,1,0,7,new,electronics,0.06,76.68,treatment
384,61,2024-01-02 22:28:00,0,0,2,new,books,0.06,54.48,treatment
642,455,2024-01-02 22:29:00,0,0,4,returning,books,0.48,94.86,treatment
332,309,2024-01-02 22:30:00,0,0,10,new,clothing,0.38,64.41,treatment
2,133,2024-01-02 22:31:00,1,0,1,new,books,0.31,99.98,control
181,124,2024-01-02 22:32:00,0,0,1,returning,books,0.12,25.68,control
477,94,2024-01-02 22:33:00,1,0,7,returning,electronics,0.14,25.1,treatment
626,95,2024-01-02 22:34:00,0,0,6,new,books,0.16,60.28,treatment
321,104,2024-01-02 22:35:00,1,0,5,returning,electronics,0.07,21.07,treatment
716,133,2024-01-02 22:36:00,0,0,6,returning,books,0.48,45.37,control
998,340,2024-01-02 22:37:00,0,0,2,new,clothing,0.33,63.66,treatment
719,15,2024-01-02 22:38:00,1,0,9,new,electronics,0.32,37.62,control
876,63,2024-01-02 22:39:00,0,0,8,returning,clothing,0.37,70.38,control
191,119,2024-01-02 22:40:00,0,0,8,returning,clothing,0.07,46.6,control
77,392,2024-01-02 22:41:00,0,1,7,new,electronics,0.37,54.86,control
49,264,2024-01-02 22:42:00,0,0,7,new,electronics,0.25,79.05,control
37,177,2024-01-02 22:43:00,0,0,6,returning,electronics,0.1,11.93,treatment
562,405,2024-01-02 22:44:00,0,0,8,returning,clothing,0.43,66.68,treatment
783,211,2024-01-02 22:45:00,0,0,9,returning,clothing,0.21,54.58,control
586,131,2024-01-02 22:46:00,0,0,9,new,books,0.12,66.82,control
918,466,2024-01-02 22:47:00,0,0,5,new,electronics,0.07,57.33,control
372,500,2024-01-02 22:48:00,0,0,6,returning,books,0.47,48.98,control
929,204,2024-01-02 22:49:00,0,0,7,returning,electronics,0.42,75.87,control
72,180,2024-01-02 22:50:00,0,0,7,new,clothing,0.22,61.92,treatment
897,93,2024-01-02 22:51:00,0,0,6,new,clothing,0.26,92.77,treatment
943,113,2024-01-02 22:52:00,0,0,5,new,electronics,0.24,42.97,control
793,482,2024-01-02 22:53:00,0,0,2,returning,clothing,0.34,79.15,treatment
593,438,2024-01-02 22:54:00,1,0,10,returning,electronics,0.18,13.05,control
422,288,2024-01-02 22:55:00,1,0,6,new,books,0.14,62.47,control
913,315,2024-01-02 22:56:00,0,0,4,new,electronics,0.19,7.2,control
693,175,2024-01-02 22:57:00,1,0,1,returning,books,0.33,22.28,control
325,436,2024-01-02 22:58:00,0,0,5,new,electronics,0.31,64.84,control
93,389,2024-01-02 22:59:00,0,0,4,returning,books,0.19,21.61,treatment
475,132,2024-01-02 23:00:00,0,0,9,new,clothing,0.34,20.11,control
615,153,2024-01-02 23:01:00,0,0,8,new,clothing,0.22,38.45,control
264,3,2024-01-02 23:02:00,0,0,7,new,clothing,0.09,17.04,treatment
701,415,2024-01-02 23:03:00,1,0,8,returning,clothing,0.46,6.54,treatment
10,55,2024-01-02 23:04:00,0,0,9,new,books,0.23,95.33,control
163,29,2024-01-02 23:05:00,0,0,4,new,clothing,0.42,95.03,treatment
320,412,2024-01-02 23:06:00,0,0,9,new,electronics,0.06,73.92,control
323,426,2024-01-02 23:07:00,1,0,6,returning,clothing,0.41,91.39,control
766,371,2024-01-02 23:08:00,0,0,8,new,books,0.39,98.93,control
581,377,2024-01-02 23:09:00,1,0,7,new,books,0.37,77.27,treatment
122,168,2024-01-02 23:10:00,1,0,1,returning,electronics,0.35,85.62,treatment
142,167,2024-01-02 23:11:00,0,0,6,new,electronics,0.16,29.71,control
963,111,2024-01-02 23:12:00,0,0,10,new,books,0.1,35.06,treatment
476,279,2024-01-02 23:13:00,1,0,7,new,books,0.36,36.24,treatment
612,382,2024-01-02 23:14:00,1,0,8,returning,clothing,0.44,44.09,treatment
641,84,2024-01-02 23:15:00,0,0,10,new,electronics,0.41,42.66,control
35,160,2024-01-02 23:16:00,0,0,6,returning,clothing,0.14,26.0,control
199,127,2024-01-02 23:17:00,0,0,3,new,clothing,0.08,72.31,control
17,401,2024-01-02 23:18:00,1,0,4,returning,electronics,0.07,11.44,control
678,116,2024-01-02 23:19:00,0,0,1,new,clothing,0.11,26.56,control
274,389,2024-01-02 23:20:00,0,0,7,returning,clothing,0.29,7.52,treatment
167,172,2024-01-02 23:21:00,0,0,9,new,electronics,0.4,73.73,treatment
640,32,2024-01-02 23:22:00,0,1,5,returning,clothing,0.24,93.33,treatment
595,110,2024-01-02 23:23:00,0,0,6,new,books,0.09,29.5,control
15,479,2024-01-02 23:24:00,0,0,8,new,electronics,0.42,86.34,control
678,465,2024-01-02 23:25:00,0,0,3,returning,books,0.07,39.83,treatment
447,374,2024-01-02 23:26:00,0,0,2,returning,books,0.09,45.5,treatment
385,26,2024-01-02 23:27:00,0,0,6,new,electronics,0.44,64.34,treatment
764,420,2024-01-02 23:28:00,1,0,1,returning,books,0.07,84.79,control
746,172,2024-01-02 23:29:00,1,1,5,returning,books,0.38,63.84,control
674,116,2024-01-02 23:30:00,1,0,9,returning,books,0.37,79.03,control
690,239,2024-01-02 23:31:00,0,0,3,new,books,0.15,31.24,treatment
718,65,2024-01-02 23:32:00,0,0,9,new,electronics,0.14,52.23,control
612,244,2024-01-02 23:33:00,1,0,7,returning,books,0.17,92.18,treatment
672,321,2024-01-02 23:34:00,0,1,8,returning,clothing,0.12,5.92,treatment
442,482,2024-01-02 23:35:00,0,0,7,new,clothing,0.42,60.09,control
187,160,2024-01-02 23:36:00,0,0,8,returning,clothing,0.23,9.87,treatment
637,24,2024-01-02 23:37:00,0,0,5,new,clothing,0.19,51.65,treatment
202,189,2024-01-02 23:38:00,0,0,6,returning,clothing,0.21,62.64,treatment
333,246,2024-01-02 23:39:00,0,0,3,returning,clothing,0.46,97.39,control
285,361,2024-01-02 23:40:00,0,0,8,new,clothing,0.22,9.35,treatment
973,406,2024-01-02 23:41:00,0,0,3,new,electronics,0.17,96.62,treatment
310,330,2024-01-02 23:42:00,1,0,9,new,books,0.09,76.83,treatment
699,25,2024-01-02 23:43:00,0,0,9,new,books,0.32,86.01,treatment
928,268,2024-01-02 23:44:00,0,0,2,new,electronics,0.34,29.8,control
735,354,2024-01-02 23:45:00,0,0,3,returning,clothing,0.45,10.39,control
270,25,2024-01-02 23:46:00,0,0,2,new,books,0.2,16.79,treatment
39,8,2024-01-02 23:47:00,0,0,7,new,books,0.1,10.84,treatment
604,171,2024-01-02 23:48:00,0,0,9,new,clothing,0.23,88.45,control
600,474,2024-01-02 23:49:00,0,0,8,new,books,0.35,98.28,control
494,450,2024-01-02 23:50:00,0,1,9,returning,electronics,0.09,62.09,control
124,187,2024-01-02 23:51:00,0,0,3,returning,books,0.34,75.0,control
60,463,2024-01-02 23:52:00,0,0,9,returning,clothing,0.22,57.72,control
375,59,2024-01-02 23:53:00,0,0,6,returning,books,0.26,86.32,control
175,141,2024-01-02 23:54:00,1,0,8,returning,electronics,0.44,82.98,control
831,146,2024-01-02 23:55:00,0,0,6,returning,clothing,0.11,44.78,control
983,419,2024-01-02 23:56:00,1,0,1,returning,clothing,0.36,38.0,control
446,336,2024-01-02 23:57:00,0,0,6,new,electronics,0.31,37.48,treatment
808,9,2024-01-02 23:58:00,0,0,6,new,clothing,0.22,32.49,control
328,162,2024-01-02 23:59:00,1,0,1,returning,books,0.36,91.77,treatment
899,184,2024-01-03 00:00:00,0,0,10,new,clothing,0.11,61.86,control
444,232,2024-01-03 00:01:00,0,0,5,new,clothing,0.26,46.62,control
26,277,2024-01-03 00:02:00,0,0,1,new,books,0.48,82.65,treatment
442,141,2024-01-03 00:03:00,1,1,5,returning,clothing,0.18,55.7,control
801,65,2024-01-03 00:04:00,0,0,10,returning,clothing,0.39,67.58,control
894,164,2024-01-03 00:05:00,0,1,7,new,books,0.45,73.51,treatment
671,141,2024-01-03 00:06:00,1,0,7,new,electronics,0.26,86.35,treatment
949,145,2024-01-03 00:07:00,0,0,10,new,books,0.1,32.17,control
629,177,2024-01-03 00:08:00,0,0,7,new,books,0.43,74.02,treatment
860,291,2024-01-03 00:09:00,0,0,5,returning,electronics,0.1,30.04,control
170,340,2024-01-03 00:10:00,0,0,5,new,books,0.5,28.07,control
463,456,2024-01-03 00:11:00,0,0,5,returning,clothing,0.39,48.01,control
698,381,2024-01-03 00:12:00,0,0,9,returning,books,0.23,97.75,treatment
629,174,2024-01-03 00:13:00,0,1,9,new,electronics,0.43,59.56,control
174,277,2024-01-03 00:14:00,1,0,8,returning,electronics,0.08,48.2,treatment
754,55,2024-01-03 00:15:00,1,0,5,returning,clothing,0.1,71.33,control
342,404,2024-01-03 00:16:00,0,1,10,returning,books,0.31,16.79,treatment
282,472,2024-01-03 00:17:00,0,0,2,returning,electronics,0.3,39.65,treatment
586,411,2024-01-03 00:18:00,0,0,10,returning,electronics,0.46,60.06,control
203,474,2024-01-03 00:19:00,0,0,4,returning,books,0.21,41.56,treatment
135,482,2024-01-03 00:20:00,0,0,1,returning,electronics,0.25,7.38,control
259,336,2024-01-03 00:21:00,0,0,5,returning,clothing,0.17,78.82,control
31,215,2024-01-03 00:22:00,0,0,4,new,clothing,0.19,68.87,treatment
78,391,2024-01-03 00:23:00,0,0,5,returning,clothing,0.17,5.61,treatment
207,197,2024-01-03 00:24:00,1,0,2,returning,books,0.07,71.52,control
860,278,2024-01-03 00:25:00,1,0,7,new,clothing,0.39,12.47,treatment
865,173,2024-01-03 00:26:00,0,0,4,new,clothing,0.11,93.33,treatment
811,178,2024-01-03 00:27:00,0,0,7,new,books,0.2,80.46,treatment
275,353,2024-01-03 00:28:00,1,0,5,new,electronics,0.46,97.47,treatment
724,490,2024-01-03 00:29:00,1,0,4,new,electronics,0.26,64.33,control
986,268,2024-01-03 00:30:00,0,0,4,returning,clothing,0.48,75.33,treatment
729,427,2024-01-03 00:31:00,0,0,9,new,books,0.41,28.5,control
441,233,2024-01-03 00:32:00,0,0,5,new,electronics,0.11,44.74,treatment
683,190,2024-01-03 00:33:00,1,0,1,returning,clothing,0.18,97.74,treatment
901,402,2024-01-03 00:34:00,1,0,6,new,electronics,0.13,45.68,control
908,18,2024-01-03 00:35:00,0,0,8,new,electronics,0.34,66.95,control
537,300,2024-01-03 00:36:00,1,0,9,new,clothing,0.36,46.15,treatment
755,128,2024-01-03 00:37:00,1,0,5,new,clothing,0.26,45.63,treatment
663,261,2024-01-03 00:38:00,0,0,10,new,electronics,0.34,84.03,control
885,20,2024-01-03 00:39:00,0,0,4,new,books,0.06,25.08,treatment
391,134,2024-01-03 00:40:00,0,0,9,returning,books,0.49,62.18,treatment
901,307,2024-01-03 00:41:00,0,0,4,returning,electronics,0.27,60.27,treatment
464,234,2024-01-03 00:42:00,0,0,3,new,books,0.41,64.4,control
157,161,2024-01-03 00:43:00,1,0,6,new,clothing,0.06,34.47,treatment
566,42,2024-01-03 00:44:00,0,0,2,returning,electronics,0.14,12.45,treatment
671,340,2024-01-03 00:45:00,1,0,9,new,electronics,0.41,46.33,treatment
616,141,2024-01-03 00:46:00,0,0,7,returning,clothing,0.46,89.0,treatment
113,245,2024-01-03 00:47:00,1,0,2,new,electronics,0.3,57.98,treatment
751,396,2024-01-03 00:48:00,0,0,3,returning,books,0.2,53.57,control
22,156,2024-01-03 00:49:00,0,0,8,returning,electronics,0.49,13.93,treatment
156,188,2024-01-03 00:50:00,0,0,6,returning,clothing,0.11,18.77,treatment
646,217,2024-01-03 00:51:00,0,0,4,returning,electronics,0.17,39.58,control
420,191,2024-01-03 00:52:00,0,0,8,returning,books,0.11,8.62,treatment
713,458,2024-01-03 00:53:00,0,0,1,returning,books,0.16,20.76,treatment
595,340,2024-01-03 00:54:00,0,0,4,new,electronics,0.44,6.78,control
239,400,2024-01-03 00:55:00,1,0,2,new,electronics,0.49,76.5,treatment
49,177,2024-01-03 00:56:00,0,0,1,new,books,0.34,14.29,treatment
237,345,2024-01-03 00:57:00,1,0,5,returning,books,0.31,45.09,control
486,317,2024-01-03 00:58:00,0,1,6,returning,books,0.26,87.17,control
948,323,2024-01-03 00:59:00,0,0,2,returning,books,0.45,77.65,treatment
765,228,2024-01-03 01:00:00,0,0,3,new,electronics,0.15,15.92,control
351,246,2024-01-03 01:01:00,0,0,10,new,electronics,0.2,58.46,treatment
25,227,2024-01-03 01:02:00,0,0,8,returning,clothing,0.49,11.95,control
461,484,2024-01-03 01:03:00,0,0,9,returning,electronics,0.32,93.18,treatment
107,284,2024-01-03 01:04:00,0,0,5,returning,clothing,0.49,8.84,control
169,256,2024-01-03 01:05:00,0,0,4,returning,electronics,0.08,57.58,treatment
236,392,2024-01-03 01:06:00,0,0,2,new,electronics,0.35,39.41,control
470,214,2024-01-03 01:07:00,1,0,6,returning,electronics,0.05,42.4,control
413,284,2024-01-03 01:08:00,0,0,4,returning,books,0.27,95.12,control
169,265,2024-01-03 01:09:00,1,0,2,new,electronics,0.21,86.23,control
176,170,2024-01-03 01:10:00,0,0,2,returning,electronics,0.32,43.73,control
920,412,2024-01-03 01:11:00,0,0,10,returning,electronics,0.15,95.27,control
413,425,2024-01-03 01:12:00,0,0,10,new,books,0.09,94.11,control
509,358,2024-01-03 01:13:00,0,0,8,returning,books,0.11,53.63,control
213,467,2024-01-03 01:14:00,0,0,5,new,clothing,0.19,43.37,control
858,349,2024-01-03 01:15:00,0,0,3,new,electronics,0.28,18.17,control
934,149,2024-01-03 01:16:00,0,0,6,returning,clothing,0.19,83.16,treatment
262,475,2024-01-03 01:17:00,0,0,1,returning,books,0.14,33.55,control
241,486,2024-01-03 01:18:00,0,0,10,new,books,0.09,55.86,treatment
24,155,2024-01-03 01:19:00,1,0,4,returning,books,0.49,27.92,treatment
370,371,2024-01-03 01:20:00,0,1,1,returning,books,0.19,68.56,control
709,349,2024-01-03 01:21:00,0,0,9,returning,electronics,0.34,16.88,control
149,467,2024-01-03 01:22:00,0,0,5,returning,clothing,0.05,94.47,control
654,440,2024-01-03 01:23:00,0,0,9,new,clothing,0.22,12.81,treatment
441,149,2024-01-03 01:24:00,1,0,4,new,clothing,0.29,42.01,control
30,405,2024-01-03 01:25:00,0,0,4,new,books,0.36,85.51,treatment
371,403,2024-01-03 01:26:00,0,0,2,returning,books,0.45,48.84,control
669,493,2024-01-03 01:27:00,0,0,3,returning,clothing,0.2,70.09,treatment
243,172,2024-01-03 01:28:00,1,0,7,new,clothing,0.31,20.42,treatment
476,427,2024-01-03 01:29:00,0,0,9,returning,books,0.32,41.63,control
183,475,2024-01-03 01:30:00,1,0,10,new,electronics,0.49,37.38,treatment
925,267,2024-01-03 01:31:00,0,0,5,new,electronics,0.37,21.98,control
704,147,2024-01-03 01:32:00,1,0,10,new,clothing,0.24,96.21,control
744,128,2024-01-03 01:33:00,0,0,10,returning,books,0.22,67.14,control
466,307,2024-01-03 01:34:00,0,0,8,new,electronics,0.16,96.9,control
573,214,2024-01-03 01:35:00,0,1,2,returning,books,0.38,44.87,control
710,2,2024-01-03 01:36:00,0,0,7,new,books,0.08,19.88,control
212,167,2024-01-03 01:37:00,1,0,4,new,electronics,0.41,23.31,treatment
457,9,2024-01-03 01:38:00,0,0,5,returning,books,0.48,26.65,control
848,383,2024-01-03 01:39:00,0,0,2,returning,books,0.14,89.51,control
613,145,2024-01-03 01:40:00,1,0,7,returning,clothing,0.43,16.3,control
945,170,2024-01-03 01:41:00,0,0,2,new,books,0.12,20.89,control
53,174,2024-01-03 01:42:00,0,0,1,returning,books,0.47,45.84,control
93,207,2024-01-03 01:43:00,1,0,10,returning,electronics,0.12,21.43,treatment
349,324,2024-01-03 01:44:00,0,0,3,new,electronics,0.14,93.08,control
609,57,2024-01-03 01:45:00,0,1,6,returning,books,0.36,71.55,treatment
107,498,2024-01-03 01:46:00,0,0,5,new,clothing,0.38,33.26,control
742,452,2024-01-03 01:47:00,0,0,7,new,books,0.32,8.11,control
58,5,2024-01-03 01:48:00,1,0,1,new,clothing,0.23,56.02,treatment
479,199,2024-01-03 01:49:00,1,0,6,new,electronics,0.47,55.29,control
552,441,2024-01-03 01:50:00,0,0,3,new,clothing,0.08,6.86,treatment
859,342,2024-01-03 01:51:00,0,0,2,new,electronics,0.48,81.24,control
591,146,2024-01-03 01:52:00,0,0,3,returning,clothing,0.43,92.97,control
62,464,2024-01-03 01:53:00,0,0,2,returning,electronics,0.36,29.23,control
107,80,2024-01-03 01:54:00,0,0,4,new,electronics,0.15,68.8,treatment
239,203,2024-01-03 01:55:00,0,1,9,new,clothing,0.24,73.89,control
314,258,2024-01-03 01:56:00,1,0,6,returning,clothing,0.27,82.81,treatment
134,284,2024-01-03 01:57:00,0,0,9,new,electronics,0.09,66.99,treatment
205,87,2024-01-03 01:58:00,0,0,7,returning,books,0.13,54.19,treatment
666,447,2024-01-03 01:59:00,0,0,8,new,electronics,0.2,83.69,control
976,278,2024-01-03 02:00:00,0,0,6,returning,books,0.35,24.36,control
768,483,2024-01-03 02:01:00,1,0,1,new,electronics,0.14,87.64,treatment
123,144,2024-01-03 02:02:00,0,1,9,new,clothing,0.1,9.5,control
94,445,2024-01-03 02:03:00,0,0,2,returning,clothing,0.27,75.04,treatment
806,414,2024-01-03 02:04:00,0,0,6,new,clothing,0.09,16.21,control
941,460,2024-01-03 02:05:00,0,0,6,new,electronics,0.08,58.33,control
445,373,2024-01-03 02:06:00,0,0,8,returning,clothing,0.46,81.92,control
656,216,2024-01-03 02:07:00,0,0,3,new,books,0.27,83.82,treatment
861,438,2024-01-03 02:08:00,0,0,6,returning,electronics,0.47,74.88,treatment
554,335,2024-01-03 02:09:00,0,0,1,returning,clothing,0.15,83.7,control
832,450,2024-01-03 02:10:00,0,0,6,new,clothing,0.18,66.76,treatment
264,65,2024-01-03 02:11:00,0,0,10,new,books,0.49,13.25,treatment
131,40,2024-01-03 02:12:00,0,0,9,new,electronics,0.23,71.32,control
687,256,2024-01-03 02:13:00,0,0,6,returning,books,0.31,50.26,control
588,195,2024-01-03 02:14:00,0,0,6,new,electronics,0.14,6.21,treatment
693,293,2024-01-03 02:15:00,0,0,9,new,books,0.41,11.61,treatment
579,271,2024-01-03 02:16:00,0,0,8,returning,books,0.15,89.59,treatment
410,480,2024-01-03 02:17:00,1,0,6,returning,clothing,0.28,18.83,treatment
997,299,2024-01-03 02:18:00,0,0,3,returning,electronics,0.37,77.54,treatment
241,3,2024-01-03 02:19:00,0,0,7,new,books,0.25,26.74,treatment
678,317,2024-01-03 02:20:00,1,0,7,new,electronics,0.09,27.27,control
900,420,2024-01-03 02:21:00,0,0,9,returning,electronics,0.35,49.04,control
538,179,2024-01-03 02:22:00,0,0,8,new,clothing,0.18,66.48,control
888,86,2024-01-03 02:23:00,0,0,9,new,clothing,0.25,69.47,control
341,435,2024-01-03 02:24:00,1,0,8,returning,books,0.18,9.59,control
375,236,2024-01-03 02:25:00,0,0,5,returning,clothing,0.49,21.64,treatment
705,374,2024-01-03 02:26:00,0,0,1,returning,electronics,0.15,22.71,treatment
129,210,2024-01-03 02:27:00,0,0,10,new,electronics,0.25,94.71,control
53,476,2024-01-03 02:28:00,0,0,5,returning,electronics,0.09,9.82,treatment
850,7,2024-01-03 02:29:00,0,0,7,returning,books,0.17,64.59,control
943,328,2024-01-03 02:30:00,0,0,9,returning,electronics,0.21,94.02,treatment
996,141,2024-01-03 02:31:00,0,0,5,new,clothing,0.14,71.03,control
469,9,2024-01-03 02:32:00,1,0,7,returning,books,0.24,54.27,treatment
402,145,2024-01-03 02:33:00,0,0,10,new,books,0.48,22.37,treatment
567,376,2024-01-03 02:34:00,0,0,7,new,electronics,0.26,82.64,control
640,403,2024-01-03 02:35:00,0,0,4,new,electronics,0.31,8.59,control
164,312,2024-01-03 02:36:00,0,0,9,new,books,0.49,44.24,control
847,177,2024-01-03 02:37:00,1,0,3,new,books,0.13,84.25,treatment
829,287,2024-01-03 02:38:00,0,0,2,returning,clothing,0.3,85.55,control
179,134,2024-01-03 02:39:00,1,0,1,new,clothing,0.44,7.97,control
613,322,2024-01-03 02:40:00,0,0,10,new,clothing,0.39,53.69,treatment
431,231,2024-01-03 02:41:00,1,0,7,returning,electronics,0.13,98.41,treatment
371,232,2024-01-03 02:42:00,0,0,1,returning,books,0.13,95.83,treatment
107,292,2024-01-03 02:43:00,0,0,6,new,books,0.42,89.59,control
743,306,2024-01-03 02:44:00,0,0,4,new,books,0.36,7.97,control
664,489,2024-01-03 02:45:00,0,0,1,returning,books,0.3,22.67,control
194,369,2024-01-03 02:46:00,0,0,6,returning,books,0.33,33.11,treatment
769,348,2024-01-03 02:47:00,0,0,1,returning,books,0.33,98.65,control
801,162,2024-01-03 02:48:00,0,0,6,new,clothing,0.43,31.38,control
909,427,2024-01-03 02:49:00,0,0,3,returning,books,0.24,90.05,treatment
105,104,2024-01-03 02:50:00,0,0,1,new,electronics,0.39,25.54,treatment
859,342,2024-01-03 02:51:00,0,0,5,new,clothing,0.26,60.53,treatment
844,164,2024-01-03 02:52:00,0,0,10,new,clothing,0.39,91.98,treatment
870,272,2024-01-03 02:53:00,0,0,2,new,books,0.48,49.14,control
627,105,2024-01-03 02:54:00,0,0,3,returning,electronics,0.27,42.63,treatment
26,436,2024-01-03 02:55:00,0,0,5,new,books,0.13,85.71,control
184,421,2024-01-03 02:56:00,0,0,6,returning,electronics,0.25,35.13,control
582,137,2024-01-03 02:57:00,0,0,9,returning,electronics,0.1,6.93,control
518,38,2024-01-03 02:58:00,0,0,4,returning,electronics,0.27,29.63,control
271,31,2024-01-03 02:59:00,1,0,9,returning,clothing,0.19,97.18,control
728,342,2024-01-03 03:00:00,0,0,8,new,clothing,0.32,47.76,control
515,384,2024-01-03 03:01:00,0,0,7,returning,books,0.18,53.78,control
92,42,2024-01-03 03:02:00,0,0,3,returning,books,0.37,37.08,control
577,365,2024-01-03 03:03:00,0,0,1,returning,clothing,0.11,96.67,control
761,101,2024-01-03 03:04:00,0,0,8,returning,electronics,0.27,53.73,control
996,77,2024-01-03 03:05:00,0,0,8,returning,clothing,0.06,40.22,treatment
227,64,2024-01-03 03:06:00,1,0,10,new,electronics,0.09,52.11,treatment
600,351,2024-01-03 03:07:00,0,0,3,new,books,0.24,8.88,treatment
955,170,2024-01-03 03:08:00,0,0,1,returning,electronics,0.29,24.13,control
25,184,2024-01-03 03:09:00,0,0,6,returning,books,0.35,89.11,treatment
116,211,2024-01-03 03:10:00,0,0,10,new,electronics,0.48,62.82,treatment
942,12,2024-01-03 03:11:00,0,0,9,new,books,0.34,33.71,treatment
783,23,2024-01-03 03:12:00,0,0,2,returning,books,0.12,58.75,control
334,49,2024-01-03 03:13:00,1,0,6,returning,clothing,0.22,63.95,control
753,284,2024-01-03 03:14:00,0,1,5,new,clothing,0.39,47.52,treatment
471,329,2024-01-03 03:15:00,0,0,8,new,clothing,0.26,8.05,control
289,494,2024-01-03 03:16:00,0,0,2,returning,books,0.31,58.25,treatment
860,132,2024-01-03 03:17:00,1,0,7,new,books,0.16,62.94,treatment
457,36,2024-01-03 03:18:00,0,0,2,returning,books,0.27,53.03,treatment
754,433,2024-01-03 03:19:00,0,0,5,returning,clothing,0.1,49.58,control
874,464,2024-01-03 03:20:00,1,0,9,returning,electronics,0.37,67.73,treatment
423,495,2024-01-03 03:21:00,0,0,2,new,books,0.1,39.23,control
724,301,2024-01-03 03:22:00,0,0,2,new,clothing,0.44,6.71,control
661,492,2024-01-03 03:23:00,0,0,8,returning,electronics,0.15,55.99,control
921,45,2024-01-03 03:24:00,1,0,1,new,clothing,0.13,49.1,treatment
712,136,2024-01-03 03:25:00,0,0,3,new,books,0.31,59.0,treatment
156,412,2024-01-03 03:26:00,1,0,3,returning,books,0.29,66.76,treatment
678,438,2024-01-03 03:27:00,0,0,8,new,books,0.49,51.69,control
490,382,2024-01-03 03:28:00,0,0,3,returning,books,0.35,75.09,control
736,487,2024-01-03 03:29:00,0,0,1,new,electronics,0.47,80.56,treatment
358,291,2024-01-03 03:30:00,1,0,5,returning,books,0.41,9.51,control
467,422,2024-01-03 03:31:00,0,0,10,returning,clothing,0.31,50.29,treatment
273,429,2024-01-03 03:32:00,0,0,5,new,electronics,0.25,23.85,control
823,158,2024-01-03 03:33:00,0,0,9,new,books,0.1,11.54,control
737,393,2024-01-03 03:34:00,0,0,9,new,electronics,0.16,55.94,control
759,97,2024-01-03 03:35:00,0,0,7,returning,books,0.39,8.81,treatment
821,326,2024-01-03 03:36:00,1,0,3,new,books,0.48,64.61,control
246,393,2024-01-03 03:37:00,0,0,7,new,electronics,0.05,47.69,control
458,321,2024-01-03 03:38:00,0,0,4,new,books,0.49,28.94,control
262,90,2024-01-03 03:39:00,0,0,9,returning,electronics,0.36,81.58,control
623,156,2024-01-03 03:40:00,0,0,3,new,books,0.29,77.76,control
67,447,2024-01-03 03:41:00,1,0,3,returning,clothing,0.48,81.92,control
977,336,2024-01-03 03:42:00,0,0,9,returning,books,0.33,37.88,control
999,465,2024-01-03 03:43:00,0,0,5,new,books,0.5,61.6,control
